user_id,province,course_type,watch_seconds,payment_amount,completion_rate,rating,payment_status,visit_date
U103827,四川,大数据基础,5335,444.28,0.24,4.5,paid,2026-04-20
U103828,河南,数据库应用,15645,51.09,0.33,,paid,2026-04-19
U103829,浙江,大数据基础,13559,420.95,0.84,4.5,paid,2026-01-01
U103830,河南,大数据基础,12862,423.68,0.57,4.0,paid,2026-04-27
U103831,山东,Python开发,11447,319.86,0.28,3.5,paid,2026-04-08
U103832,四川,Spark分析,9633,437.86,0.29,,paid,2026-01-06
U103833,湖北,大数据基础,9334,481.07,0.38,4.0,refund,2026-01-17
U103834,河南,数据库应用,14688,425.6,0.78,3.5,paid,2026-04-30
U103835,广东,Linux运维,7794,398.59,0.17,3.5,paid,2026-03-24
U103836,江苏,Python开发,30000,435.81,0.49,,paid,2026-02-14
U103837,湖北,大数据基础,5828,136.35,0.68,4.0,paid,2026-03-30
U103838,广东,Spark分析,2196,459.04,0.19,5.0,paid,2026-04-29
U103839,,数据库应用,2485,179.49,0.67,4.0,paid,2026-03-12
U103840,河南,Python开发,3287,220.99,0.76,5.0,refund,2026-01-29
U103841,广东,数据库应用,5594,497.96,0.29,5.0,paid,2026-01-28
U103842,山东,Python开发,9241,241.16,0.41,,paid,2026-03-01
U103843,河南,数据库应用,2970,266.23,0.75,4.0,paid,2026-03-18
U103844,浙江,数据库应用,14080,239.85,0.94,4.0,paid,2026-01-31
U103845,湖北,数据库应用,16082,80.42,0.91,3.5,paid,2026-04-08
U103846,北京,Linux运维,8708,355.84,0.57,4.5,refund,2026-05-06
U103847,湖北,大数据基础,8422,104.97,0.61,5.0,refund,2026-05-15
U103848,,数据库应用,12812,53.77,0.86,5.0,paid,2026-03-25
U103849,北京,大数据基础,14475,123.2,0.35,3.5,paid,2026-03-16
U103850,湖北,数据库应用,12350,175.54,0.64,4.5,paid,2026-04-25
U103851,江苏,Spark分析,1686,361.09,0.87,3.5,paid,2026-05-18
U103852,河南,Linux运维,780,204.91,0.95,4.5,paid,2026-03-23
U103853,四川,数据库应用,14498,144.62,0.76,3.5,refund,2026-03-24
U103854,北京,Spark分析,10086,332.19,0.43,5.0,paid,2026-03-09
U103855,江苏,数据库应用,14733,443.26,0.39,4.0,paid,2026-02-11
U103856,山东,Linux运维,14729,154.06,0.64,3.5,paid,2026-01-06
U103857,上海,Spark分析,2906,179.66,0.77,5.0,paid,2026-02-19
U103858,,Spark分析,12937,336.7,0.73,4.5,paid,2026-05-19
U103859,四川,Linux运维,10699,119.15,0.46,4.5,paid,2026-02-06
U103860,山东,大数据基础,10139,255.14,0.4,4.0,paid,2026-05-07
U103861,湖北,大数据基础,9840,473.05,0.31,3.5,refund,2026-02-10
U103862,北京,数据库应用,2217,172.1,0.7,4.5,refund,2026-03-15
U103863,河南,Linux运维,6243,209.63,0.72,4.0,refund,2026-02-24
U103864,,数据库应用,4379,126.74,0.25,4.5,refund,2026-04-03
U103865,四川,Linux运维,3693,290.08,0.35,5.0,paid,2026-01-06
U103866,,Spark分析,7632,376.54,0.23,4.0,refund,2026-02-14
U103867,北京,大数据基础,16116,240.41,0.68,,paid,2026-04-10
U103868,山东,数据库应用,2203,323.62,0.64,4.5,paid,2026-03-16
U103869,湖北,大数据基础,3101,369.28,0.83,4.5,paid,2026-01-12
U103870,山东,数据库应用,11824,175.52,0.46,,paid,2026-04-13
U103871,北京,数据库应用,9339,155.92,0.34,3.5,refund,2026-04-08
U103872,四川,Python开发,17339,145.74,0.2,3.5,paid,2026-01-24
U103873,浙江,大数据基础,12264,412.41,0.87,4.0,paid,2026-04-08
U103874,,数据库应用,3488,281.57,0.22,4.5,paid,2026-01-04
U103875,江苏,Python开发,11041,182.98,0.71,3.5,paid,2026-05-18
U103876,广东,Linux运维,11591,32.45,0.99,4.0,paid,2026-04-24
U103877,山东,数据库应用,4356,295.18,0.88,,paid,2026-05-17
U103878,北京,大数据基础,13033,113.0,0.79,3.5,refund,2026-03-02
U103879,山东,Spark分析,3034,165.54,0.63,,paid,2026-04-22
U103880,河南,数据库应用,8658,326.72,0.23,3.5,paid,2026-02-10
U103881,湖北,Python开发,4010,61.52,0.83,4.0,paid,2026-04-26
U103882,河南,数据库应用,1951,223.54,0.28,,paid,2026-04-04
U103883,上海,Linux运维,15470,128.58,0.23,4.0,paid,2026-01-13
U103884,山东,数据库应用,3447,47.28,0.22,,refund,2026-04-25
U103885,上海,Spark分析,6120,74.19,0.91,4.0,paid,2026-03-10
U103886,湖北,Python开发,13630,112.12,0.97,4.0,paid,2026-02-26
U103887,湖北,Python开发,16824,424.52,0.15,5.0,paid,2026-03-16
U103888,浙江,数据库应用,5666,68.26,0.99,3.5,paid,2026-03-17
U103889,湖北,大数据基础,9809,174.48,0.69,3.5,paid,2026-03-15
U103890,河南,数据库应用,13798,203.08,0.73,4.5,paid,2026-04-01
U103891,江苏,Spark分析,15643,397.53,0.34,,refund,2026-04-29
U103892,江苏,Linux运维,16957,107.15,0.27,4.5,paid,2026-04-19
U103893,四川,Linux运维,7698,120.1,0.26,4.5,paid,2026-03-14
U103894,山东,大数据基础,9009,162.96,0.91,4.5,paid,2026-04-19
U103895,上海,数据库应用,2249,355.26,0.7,,paid,2026-02-17
U103896,江苏,Spark分析,3703,54.57,0.49,,refund,2026-01-29
U103897,广东,Linux运维,5400,477.41,0.71,,paid,2026-04-17
U103898,湖北,大数据基础,15687,472.17,0.96,4.5,paid,2026-04-26
U103899,河南,大数据基础,6115,118.12,0.84,3.5,paid,2026-04-11
U103900,江苏,Python开发,11750,83.47,0.77,4.0,paid,2026-05-12
U103901,河南,大数据基础,7716,360.91,0.96,4.0,refund,2026-04-14
U103902,江苏,Linux运维,9674,488.98,0.37,5.0,paid,2026-04-26
U103903,河南,Spark分析,5090,106.63,0.69,4.5,paid,2026-02-10
U103904,山东,Linux运维,16421,325.55,0.52,5.0,paid,2026-02-20
U103905,四川,Linux运维,12787,473.35,0.92,4.0,paid,2026-02-28
U103906,,Python开发,16698,322.34,0.56,4.0,paid,2026-01-03
U103907,湖北,Linux运维,4876,195.67,0.36,,refund,2026-01-03
U103908,四川,Spark分析,803,450.73,0.33,5.0,paid,2026-03-14
U103909,山东,Spark分析,10908,449.77,0.84,4.0,paid,2026-05-04
U103910,浙江,大数据基础,11526,419.39,0.75,4.5,refund,2026-03-12
U103911,山东,Spark分析,6072,134.13,0.45,4.5,paid,2026-03-03
U103912,上海,Spark分析,14257,111.68,0.76,5.0,paid,2026-02-20
U103913,北京,Python开发,12199,326.09,0.9,3.5,paid,2026-04-09
U103914,山东,Python开发,2047,361.19,0.97,4.0,paid,2026-02-03
U103915,四川,Spark分析,3812,477.81,0.74,,paid,2026-01-17
U103916,上海,Python开发,16164,474.99,0.95,4.0,paid,2026-02-28
U103917,四川,大数据基础,13603,202.98,0.75,5.0,paid,2026-04-23
U103918,四川,数据库应用,8181,106.5,0.91,4.5,paid,2026-04-02
U103919,,Linux运维,2224,213.92,0.24,4.0,paid,2026-03-20
U103920,上海,数据库应用,7672,399.16,0.88,3.5,refund,2026-01-02
U103921,上海,Linux运维,6445,251.5,0.68,4.5,paid,2026-05-05
U103922,四川,Spark分析,10785,49.55,0.17,4.5,paid,2026-05-02
U103923,湖北,Linux运维,16826,222.27,0.21,4.0,refund,2026-01-07
U103924,,数据库应用,1906,136.19,0.6,,paid,2026-02-07
U103925,浙江,数据库应用,2094,142.69,0.94,5.0,refund,2026-01-25
U103926,广东,大数据基础,902,439.51,0.86,4.0,refund,2026-02-25
U103927,山东,Spark分析,5642,356.85,0.16,3.5,paid,2026-01-09
U103928,广东,Linux运维,13159,236.43,0.39,5.0,paid,2026-04-17
U103929,,数据库应用,5489,469.17,0.91,4.0,paid,2026-02-25
U103930,,大数据基础,7341,68.24,0.6,5.0,paid,2026-01-09
U103931,山东,数据库应用,10109,315.85,0.18,4.0,refund,2026-01-04
U103932,河南,数据库应用,7485,159.6,0.85,4.5,paid,2026-03-06
U103933,,大数据基础,9435,269.51,0.64,4.0,paid,2026-01-21
U103934,,Spark分析,12018,377.26,0.79,4.5,refund,2026-05-18
U103935,江苏,Linux运维,12119,432.55,0.17,4.0,refund,2026-05-12
U103936,山东,Python开发,1578,387.78,0.71,5.0,refund,2026-04-29
U103937,山东,Spark分析,2066,119.27,0.54,,paid,2026-01-28
U103938,四川,Python开发,14870,99.13,0.96,,refund,2026-02-01
U103939,江苏,大数据基础,4391,397.73,0.94,4.5,paid,2026-03-11
U103940,浙江,Spark分析,7739,184.41,0.18,,paid,2026-01-05
U103941,上海,大数据基础,12610,460.04,0.31,3.5,paid,2026-04-24
U103942,北京,Linux运维,17997,341.83,0.76,4.0,refund,2026-02-03
U103943,广东,Python开发,8130,362.94,0.62,4.5,refund,2026-01-10
U103944,湖北,数据库应用,4886,106.06,0.2,4.5,paid,2026-05-18
U103945,上海,Python开发,14511,381.72,0.38,4.0,refund,2026-04-18
U103946,浙江,大数据基础,3118,402.62,0.67,4.0,refund,2026-01-01
U103947,四川,Linux运维,9906,38.27,0.85,4.0,refund,2026-01-02
U103948,浙江,Python开发,16142,265.71,0.94,3.5,paid,2026-02-26
U103949,湖北,Python开发,12563,251.49,0.77,3.5,refund,2026-02-23
U103950,湖北,大数据基础,7015,177.53,0.31,4.5,refund,2026-01-10
U103951,广东,大数据基础,13297,216.83,0.71,4.0,paid,2026-02-28
U103952,山东,数据库应用,8323,52.01,0.24,,paid,2026-03-02
U103953,广东,大数据基础,17354,45.51,0.95,4.5,paid,2026-05-12
U103954,四川,Linux运维,5647,140.03,0.43,3.5,paid,2026-05-05
U103955,浙江,Python开发,3380,365.8,0.39,4.0,refund,2026-03-11
U103956,北京,Python开发,14805,386.22,0.26,3.5,refund,2026-03-15
U103957,,数据库应用,5445,236.65,0.25,3.5,paid,2026-03-29
U103958,上海,Spark分析,12600,475.79,0.39,5.0,paid,2026-04-22
U103959,四川,Linux运维,16707,453.37,0.22,,refund,2026-01-27
U103960,江苏,Linux运维,4267,407.83,0.32,5.0,refund,2026-04-17
U103961,北京,Python开发,2481,60.38,0.35,5.0,refund,2026-03-12
U103962,浙江,Spark分析,9225,327.77,0.31,,refund,2026-04-22
U103963,,Linux运维,7862,37.27,0.66,4.0,paid,2026-04-28
U103964,河南,数据库应用,12212,101.54,0.98,,refund,2026-03-04
U103965,北京,数据库应用,8141,441.66,0.71,4.0,paid,2026-04-24
U103966,北京,Spark分析,11464,450.73,0.66,4.5,paid,2026-03-10
U103967,,Spark分析,12074,324.7,0.61,,paid,2026-02-20
U103968,四川,Python开发,9292,69.66,0.56,4.5,paid,2026-04-24
U103969,浙江,Spark分析,6870,147.46,0.51,3.5,paid,2026-04-27
U103970,湖北,大数据基础,16208,216.47,0.56,5.0,paid,2026-04-13
U103971,山东,Linux运维,7123,382.57,0.59,4.5,paid,2026-04-10
U103972,湖北,Python开发,16121,311.91,0.37,4.0,paid,2026-03-17
U103973,江苏,Linux运维,30000,338.31,0.15,4.0,paid,2026-01-01
U103974,北京,大数据基础,17063,51.53,0.65,4.5,paid,2026-01-06
U103975,河南,Spark分析,8019,443.2,0.94,,paid,2026-03-10
U103976,上海,Python开发,1333,154.64,0.37,5.0,paid,2026-05-19
U103977,上海,Linux运维,10816,178.22,0.58,5.0,paid,2026-05-20
U103978,山东,大数据基础,6633,252.14,0.6,4.5,paid,2026-03-31
U103979,浙江,数据库应用,1474,210.57,0.51,5.0,paid,2026-04-06
U103980,山东,Python开发,15876,466.38,0.87,4.0,paid,2026-01-24
U103981,河南,Python开发,6412,192.96,0.21,4.0,refund,2026-04-18
U103982,湖北,Spark分析,14683,269.48,0.35,3.5,refund,2026-01-22
U103983,,大数据基础,5529,445.64,0.99,3.5,paid,2026-01-24
U103984,浙江,Spark分析,5460,343.59,0.55,,paid,2026-05-18
U103985,浙江,Spark分析,6273,177.11,0.42,4.5,paid,2026-05-06
U103986,,大数据基础,10444,251.07,0.67,5.0,paid,2026-01-11
U103987,江苏,Linux运维,10073,162.44,0.85,4.5,refund,2026-01-04
U103988,浙江,Python开发,1461,33.4,0.67,4.0,paid,2026-05-13
U103989,湖北,Python开发,2734,78.15,0.35,4.5,paid,2026-04-01
U103990,河南,Spark分析,14701,170.01,0.89,4.0,paid,2026-03-16
U103991,河南,Python开发,9922,238.53,0.62,5.0,paid,2026-03-29
U103992,四川,大数据基础,9050,426.19,0.24,,paid,2026-05-11
U103993,浙江,Linux运维,4754,243.2,0.77,5.0,paid,2026-04-04
U103994,广东,Spark分析,15408,144.27,0.39,,refund,2026-02-02
U103995,山东,大数据基础,15087,66.08,0.3,5.0,paid,2026-02-27
U103996,上海,Spark分析,633,475.71,0.34,4.0,paid,2026-03-23
U103997,河南,数据库应用,10006,407.11,0.36,3.5,paid,2026-01-03
U103998,上海,Python开发,6732,132.75,0.22,4.5,paid,2026-04-10
U103999,广东,大数据基础,4790,323.0,0.25,5.0,refund,2026-05-15
U104000,浙江,大数据基础,14040,192.68,0.82,,refund,2026-05-13
U104001,山东,Python开发,10231,130.64,0.76,3.5,paid,2026-05-02
U104002,山东,Spark分析,6155,395.4,0.81,4.0,paid,2026-01-12
U104003,湖北,数据库应用,8746,207.53,0.87,4.0,paid,2026-05-12
U104004,湖北,数据库应用,10493,156.91,0.19,5.0,paid,2026-02-26
U104005,广东,Spark分析,15880,290.99,0.95,4.5,paid,2026-05-01
U104006,山东,Python开发,13912,498.21,0.17,4.5,paid,2026-04-08
U104007,江苏,Linux运维,7298,164.29,0.38,4.0,paid,2026-03-15
U104008,浙江,Spark分析,11600,238.26,0.62,,paid,2026-03-06
U104009,北京,Linux运维,5056,41.74,0.41,5.0,paid,2026-01-20
U104010,广东,Python开发,16897,420.76,0.77,3.5,paid,2026-04-05
U104011,北京,Python开发,17185,198.39,0.83,4.5,paid,2026-04-20
U104012,四川,Spark分析,12979,252.6,0.55,4.5,paid,2026-01-10
U104013,四川,数据库应用,784,421.96,0.53,4.5,paid,2026-01-05
U104014,湖北,Python开发,10944,102.14,0.86,5.0,paid,2026-04-29
U104015,山东,Python开发,6427,188.09,0.29,,paid,2026-01-23
U104016,北京,Python开发,14162,252.01,0.73,5.0,paid,2026-01-01
U104017,浙江,Spark分析,4944,66.27,0.32,,paid,2026-04-29
U104018,,Python开发,1650,206.62,0.78,4.0,paid,2026-05-19
U104019,四川,Python开发,6210,30.89,0.48,,paid,2026-02-11
U104020,河南,Spark分析,13770,151.66,0.2,4.5,paid,2026-01-07
U104021,江苏,Python开发,17368,172.72,0.89,4.0,refund,2026-05-09
U104022,北京,数据库应用,14832,431.4,0.22,5.0,refund,2026-05-15
U104023,广东,大数据基础,7696,153.81,0.26,4.5,paid,2026-02-24
U104024,浙江,数据库应用,7583,260.29,0.2,5.0,paid,2026-04-06
U104025,上海,大数据基础,17867,196.18,0.4,5.0,refund,2026-03-20
U104026,北京,数据库应用,13692,48.14,0.5,3.5,paid,2026-04-30
U104027,江苏,数据库应用,12491,318.15,0.76,5.0,paid,2026-01-07
U104028,,Spark分析,3766,109.26,0.36,5.0,paid,2026-04-24
U104029,北京,大数据基础,5807,302.02,0.16,,refund,2026-05-13
U104030,,Spark分析,4096,263.58,0.77,4.5,paid,2026-03-29
U104031,四川,Python开发,9898,487.65,0.64,,paid,2026-01-16
U104032,河南,Python开发,16145,423.59,0.57,4.0,paid,2026-01-18
U104033,上海,Python开发,15136,231.41,0.64,3.5,paid,2026-04-19
U104034,,Spark分析,16742,186.93,0.99,4.5,paid,2026-04-09
U104035,四川,大数据基础,11954,392.8,0.96,4.0,paid,2026-01-06
U104036,四川,数据库应用,15937,79.24,0.6,,paid,2026-01-19
U104037,,数据库应用,8291,335.89,0.3,4.0,refund,2026-05-14
U104038,北京,大数据基础,9623,428.77,0.5,3.5,paid,2026-03-21
U104039,北京,Spark分析,5948,268.6,0.57,4.5,paid,2026-01-28
U104040,河南,Spark分析,15958,81.77,0.31,,paid,2026-04-17
U104041,山东,Linux运维,7755,424.46,0.88,3.5,paid,2026-01-09
U104042,河南,数据库应用,16264,64.62,0.93,4.5,refund,2026-01-29
U104043,北京,Python开发,17414,29.92,0.47,,paid,2026-04-21
U104044,,大数据基础,4475,36.08,0.99,,paid,2026-03-16
U104045,,Linux运维,17456,154.23,0.36,3.5,paid,2026-05-11
U104046,山东,数据库应用,14417,284.7,0.89,5.0,paid,2026-04-20
U104047,四川,大数据基础,6635,323.43,0.43,,refund,2026-02-02
U104048,河南,数据库应用,1331,323.74,0.41,5.0,paid,2026-04-28
U104049,江苏,Linux运维,12492,96.76,0.72,4.0,paid,2026-05-10
U104050,,数据库应用,16289,154.29,0.59,3.5,paid,2026-04-08
U104051,上海,Python开发,2333,228.44,0.31,,refund,2026-01-17
U104052,山东,数据库应用,13738,349.9,0.89,5.0,paid,2026-01-17
U104053,河南,Spark分析,9879,101.96,0.33,3.5,refund,2026-01-10
U104054,北京,数据库应用,4174,81.66,0.65,3.5,paid,2026-04-13
U104055,北京,Python开发,11223,405.01,0.66,5.0,refund,2026-04-01
U104056,湖北,数据库应用,4718,466.97,0.39,4.5,paid,2026-04-08
U104057,北京,Python开发,7352,456.58,0.85,4.0,paid,2026-05-10
U104058,江苏,Linux运维,3464,71.8,0.97,4.5,refund,2026-04-26
U104059,广东,数据库应用,2930,356.17,0.57,,refund,2026-01-14
U104060,浙江,Python开发,2431,221.76,0.71,4.5,paid,2026-04-22
U104061,河南,Spark分析,16468,375.0,0.79,4.0,paid,2026-03-11
U104062,广东,大数据基础,12095,309.96,0.74,5.0,paid,2026-01-18
U104063,,Linux运维,7426,398.06,0.59,4.5,paid,2026-04-17
U104064,上海,Linux运维,1902,69.15,0.39,,refund,2026-05-16
U104065,广东,大数据基础,952,490.24,0.17,4.5,paid,2026-01-06
U104066,北京,Spark分析,9724,439.55,0.4,4.5,paid,2026-01-30
U104067,江苏,Linux运维,10681,408.93,0.51,4.0,paid,2026-01-05
U104068,四川,Python开发,12632,168.78,0.49,4.5,paid,2026-04-21
U104069,北京,Python开发,17161,371.94,0.27,3.5,refund,2026-03-22
U104070,四川,Linux运维,749,120.07,0.27,3.5,paid,2026-02-22
U104071,浙江,数据库应用,7378,264.93,0.56,,paid,2026-04-21
U104072,河南,Python开发,10033,302.9,0.6,3.5,paid,2026-03-15
U104073,河南,大数据基础,13153,461.12,0.41,3.5,paid,2026-04-17
U104074,北京,Spark分析,14156,345.47,0.69,4.0,paid,2026-04-14
U104075,湖北,数据库应用,14949,408.17,0.72,,paid,2026-01-29
U104076,广东,Linux运维,11539,426.5,0.68,4.5,paid,2026-03-14
U104077,湖北,数据库应用,3095,77.19,0.5,5.0,paid,2026-03-19
U104078,河南,数据库应用,17595,210.73,0.73,5.0,refund,2026-02-03
U104079,浙江,Python开发,17793,285.82,0.87,,paid,2026-03-29
U104080,湖北,Spark分析,5322,137.97,0.48,4.5,paid,2026-04-02
U104081,,Python开发,1542,117.84,0.94,,paid,2026-05-08
U104082,河南,大数据基础,12547,156.11,0.42,4.0,paid,2026-01-12
U104083,上海,数据库应用,8280,195.05,0.23,5.0,paid,2026-05-20
U104084,北京,Spark分析,8229,49.43,0.78,,paid,2026-03-19
U104085,江苏,Spark分析,7456,68.43,0.54,3.5,paid,2026-02-07
U104086,,Spark分析,12098,334.5,0.78,3.5,paid,2026-04-26
U104087,山东,Linux运维,16523,75.09,0.86,3.5,refund,2026-01-12
U104088,上海,Spark分析,1419,318.02,0.8,3.5,paid,2026-03-01
U104089,,Spark分析,17609,165.65,0.27,3.5,paid,2026-03-04
U104090,江苏,Python开发,11512,199.89,0.5,4.0,paid,2026-03-10
U104091,四川,数据库应用,16269,307.35,0.67,5.0,refund,2026-04-20
U104092,河南,Python开发,584,364.78,0.4,4.5,paid,2026-02-08
U104093,上海,Spark分析,10078,157.23,0.57,5.0,refund,2026-04-15
U104094,江苏,Spark分析,1778,347.44,0.17,3.5,refund,2026-01-05
U104095,河南,大数据基础,14756,141.74,0.45,5.0,paid,2026-01-03
U104096,广东,Linux运维,13667,481.85,0.19,4.5,paid,2026-05-10
U104097,山东,数据库应用,5450,437.37,0.98,4.5,paid,2026-02-22
U104098,浙江,数据库应用,2061,402.44,0.53,3.5,refund,2026-04-02
U104099,河南,Python开发,3369,431.48,0.85,,paid,2026-03-09
U104100,四川,Python开发,5722,343.48,0.66,,paid,2026-02-03
U104101,北京,数据库应用,14972,30.98,0.79,,paid,2026-01-25
U104102,上海,Python开发,9504,229.4,0.7,4.0,paid,2026-04-30
U104103,上海,数据库应用,8287,338.53,0.48,4.0,paid,2026-05-19
U104104,湖北,数据库应用,10208,178.95,0.44,,paid,2026-05-03
U104105,湖北,大数据基础,9578,102.05,1.0,,paid,2026-03-30
U104106,广东,数据库应用,10456,316.04,0.71,4.5,paid,2026-05-16
U104107,广东,Spark分析,6243,480.9,0.33,,refund,2026-05-10
U104108,江苏,大数据基础,2283,321.11,0.49,,paid,2026-02-09
U104109,四川,Python开发,5152,496.68,0.4,,paid,2026-05-21
U104110,上海,Linux运维,30000,35.27,0.83,4.5,refund,2026-03-19
U104111,,Spark分析,10262,274.77,0.9,4.5,paid,2026-04-02
U104112,上海,大数据基础,3224,108.97,0.86,3.5,paid,2026-02-21
U104113,河南,数据库应用,10896,425.83,0.86,,refund,2026-03-19
U104114,四川,数据库应用,704,35.52,0.41,4.0,paid,2026-01-30
U104115,浙江,数据库应用,12520,301.12,0.43,5.0,paid,2026-02-02
U104116,河南,Python开发,8390,209.98,0.44,4.0,refund,2026-02-28
U104117,湖北,Python开发,8397,348.9,0.68,5.0,paid,2026-02-19
U104118,北京,大数据基础,5602,151.37,0.5,4.5,paid,2026-04-05
U104119,北京,Python开发,8675,413.7,0.79,,paid,2026-05-19
U104120,湖北,Python开发,12050,432.25,0.34,,paid,2026-01-16
U104121,浙江,大数据基础,6767,352.64,0.37,4.5,refund,2026-02-10
U104122,浙江,大数据基础,4071,287.15,0.24,4.0,paid,2026-05-14
U104123,湖北,Spark分析,1227,174.83,0.69,4.5,paid,2026-03-31
U104124,河南,大数据基础,13676,414.79,0.83,3.5,paid,2026-01-06
U104125,广东,Linux运维,7595,240.36,0.37,5.0,refund,2026-04-17
U104126,,数据库应用,17370,386.46,0.87,4.0,paid,2026-01-14
U104127,广东,Spark分析,2968,76.64,0.36,3.5,paid,2026-01-20
U104128,上海,数据库应用,11170,285.74,0.32,4.0,paid,2026-03-11
U104129,广东,Python开发,4097,277.18,0.26,,refund,2026-05-13
U104130,北京,Python开发,15894,83.49,0.98,4.5,paid,2026-02-21
U104131,江苏,大数据基础,6029,480.5,0.4,4.0,paid,2026-04-04
U104132,山东,Linux运维,12353,370.07,0.19,5.0,paid,2026-01-25
U104133,河南,大数据基础,15393,161.78,0.41,5.0,paid,2026-02-05
U104134,湖北,Spark分析,3647,96.05,0.43,5.0,paid,2026-01-31
U104135,河南,Spark分析,12889,444.12,0.51,4.5,paid,2026-04-12
U104136,四川,大数据基础,7274,178.73,0.69,5.0,paid,2026-02-26
U104137,河南,Linux运维,13333,214.0,0.33,4.5,paid,2026-04-03
U104138,浙江,数据库应用,13723,436.35,0.18,4.5,paid,2026-03-17
U104139,江苏,大数据基础,14638,110.05,0.22,4.0,paid,2026-01-02
U104140,河南,Python开发,11648,184.75,0.87,5.0,refund,2026-04-19
U104141,浙江,Python开发,16433,111.95,0.22,3.5,paid,2026-03-11
U104142,江苏,Linux运维,5329,274.04,0.18,5.0,paid,2026-05-08
U104143,江苏,Spark分析,16735,195.73,0.98,,paid,2026-04-08
U104144,湖北,Spark分析,17681,403.36,0.8,,refund,2026-02-17
U104145,广东,Python开发,12631,461.15,0.33,4.0,paid,2026-05-15
U104146,河南,Linux运维,13814,155.76,0.6,4.0,paid,2026-01-19
U104147,广东,Python开发,12912,291.66,0.61,,paid,2026-04-06
U104148,湖北,Spark分析,1519,398.41,0.34,5.0,refund,2026-02-10
U104149,山东,大数据基础,4905,272.57,0.2,5.0,paid,2026-02-17
U104150,山东,大数据基础,15157,184.47,0.55,4.5,paid,2026-02-11
U104151,江苏,大数据基础,10146,183.65,0.66,,paid,2026-02-02
U104152,河南,Spark分析,10603,443.38,0.19,,paid,2026-05-19
U104153,江苏,数据库应用,5611,70.6,0.97,4.0,refund,2026-03-25
U104154,河南,Python开发,7984,83.29,0.6,5.0,paid,2026-05-11
U104155,北京,大数据基础,16895,318.43,0.28,3.5,paid,2026-03-03
U104156,山东,大数据基础,1247,219.3,0.75,,paid,2026-01-04
U104157,四川,Python开发,11473,33.03,0.74,3.5,paid,2026-02-07
U104158,四川,Spark分析,4793,427.81,0.84,3.5,refund,2026-04-22
U104159,河南,数据库应用,17988,252.05,0.3,,paid,2026-01-03
U104160,浙江,Python开发,17103,101.12,0.23,4.5,paid,2026-01-21
U104161,北京,大数据基础,16889,322.91,0.55,,paid,2026-04-08
U104162,浙江,Spark分析,12507,345.17,0.9,,paid,2026-02-10
U104163,山东,Spark分析,14105,55.94,0.52,4.0,paid,2026-05-18
U104164,上海,大数据基础,9936,189.19,0.86,4.5,paid,2026-03-08
U104165,山东,Python开发,14335,206.53,0.62,,refund,2026-01-20
U104166,江苏,Python开发,8970,329.23,0.59,4.0,paid,2026-02-14
U104167,河南,Python开发,8521,321.53,0.24,,refund,2026-04-04
U104168,广东,Python开发,1616,166.04,0.88,4.0,paid,2026-04-20
U104169,北京,Linux运维,9600,309.5,0.38,4.5,paid,2026-01-20
U104170,四川,Linux运维,955,368.96,0.31,,paid,2026-02-17
U104171,广东,Linux运维,14713,71.89,0.31,4.0,paid,2026-01-16
U104172,,Spark分析,11275,73.97,0.63,4.5,paid,2026-01-08
U104173,江苏,数据库应用,13392,376.3,0.35,5.0,paid,2026-05-02
U104174,广东,Spark分析,13086,492.56,0.59,4.0,paid,2026-01-28
U104175,广东,Spark分析,7171,126.27,0.3,4.0,refund,2026-04-02
U104176,河南,Linux运维,4166,418.03,0.3,4.0,paid,2026-02-25
U104177,湖北,数据库应用,2575,364.47,0.9,5.0,paid,2026-03-29
U104178,浙江,大数据基础,197,103.2,0.78,4.5,paid,2026-01-12
U104179,山东,Python开发,594,65.47,0.78,,paid,2026-05-02
U104180,上海,大数据基础,17663,137.74,0.77,,refund,2026-01-27
U104181,,大数据基础,7444,210.47,0.77,4.5,paid,2026-03-14
U104182,四川,Linux运维,6908,377.89,0.35,,paid,2026-03-03
U104183,江苏,Spark分析,2556,399.95,0.56,,paid,2026-03-01
U104184,,Linux运维,840,371.99,0.65,,paid,2026-01-23
U104185,北京,Spark分析,2089,481.96,0.75,4.5,refund,2026-01-05
U104186,北京,Linux运维,2394,250.16,0.37,4.0,paid,2026-04-04
U104187,广东,数据库应用,2406,212.79,0.85,5.0,paid,2026-01-24
U104188,北京,数据库应用,17335,37.34,0.22,5.0,refund,2026-03-09
U104189,河南,大数据基础,3553,398.77,0.79,,paid,2026-04-11
U104190,四川,数据库应用,15341,381.82,0.81,4.5,refund,2026-05-21
U104191,江苏,Linux运维,7258,183.74,0.75,4.5,paid,2026-02-17
U104192,浙江,数据库应用,3539,64.97,0.66,4.5,paid,2026-01-16
U104193,,Linux运维,2643,334.54,0.64,4.0,paid,2026-01-16
U104194,四川,Spark分析,3807,460.95,0.25,5.0,refund,2026-01-22
U104195,河南,数据库应用,2764,449.42,0.21,5.0,paid,2026-02-22
U104196,,Linux运维,7212,65.79,0.44,5.0,paid,2026-02-05
U104197,湖北,Linux运维,6176,462.1,0.25,5.0,paid,2026-05-07
U104198,湖北,Linux运维,13141,307.41,0.67,,paid,2026-03-18
U104199,北京,Linux运维,5879,267.45,0.28,3.5,paid,2026-05-18
U104200,,Linux运维,7919,133.31,0.22,4.5,refund,2026-01-15
U104201,江苏,Spark分析,17426,280.28,0.81,4.0,paid,2026-04-15
